Unnamed: 0,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,BOWLING_LINE_ID,BOWLING_LENGTH_ID,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick,STclientID,NSTclientID,OverNO
177,4.0,1840,2,18,Rajasthan Royals,Riyan Parag,Suyash Sharma,,8,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0.0,7.4,1.0,1.0,0,612788.0,-56.5,-148.0,4.0,0,,24.0,LEG SPIN,52.0,BACKFOOT COVERDRIVE,0.0,0.0,4,7.0,98,2,Outside Off stump,Short of Good Length,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
178,5.0,1840,2,18,Rajasthan Royals,Riyan Parag,Suyash Sharma,,8,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,7.5,1.0,1.0,0,612790.0,-22.0,67.0,0.0,0,,24.0,LEG SPIN,49.0,FORWARD DEFENCE,0.0,0.0,5,7.0,98,2,Off stump,Full Length,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
179,6.0,1840,2,18,Rajasthan Royals,Riyan Parag,Suyash Sharma,,8,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,7.6,1.0,1.0,0,612792.0,-162.0,6.0,1.0,0,,24.0,LEG SPIN,36.0,CUT SHOT,0.0,0.0,6,7.0,99,2,Outside Off stump,Good Length,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
181,1.0,1840,2,18,Rajasthan Royals,Riyan Parag,Yash Dayal,,9,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,8.1,1.0,1.0,0,612799.0,-162.5,59.0,1.0,0,,47.0,SLOWER BALL,52.0,BACKFOOT COVERDRIVE,0.0,0.0,1,8.0,100,2,Outside Leg stump,Short of Good Length,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,,,
182,2.0,1840,2,18,Rajasthan Royals,Nitish Rana,Yash Dayal,,9,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,8.2,1.0,1.0,0,612802.0,60.0,51.0,0.0,0,,38.0,STRAIGHT BALL,51.0,FRONTFOOT COVERDRIVE,0.0,0.0,2,8.0,100,2,Outside Off stump,Full Length,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
183,3.0,1840,2,18,Rajasthan Royals,Nitish Rana,Yash Dayal,,9,3,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0.0,8.3,1.0,1.0,0,612804.0,174.5,73.0,2.0,0,,47.0,SLOWER BALL,15.0,LOFTED COVER DRIVE,0.0,0.0,3,8.0,102,2,Outside Off stump,Short of Good Length,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
184,4.0,1840,2,18,Rajasthan Royals,Nitish Rana,Yash Dayal,,9,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0.0,8.4,1.0,1.0,0,612806.0,192.5,93.0,4.0,0,,47.0,SLOWER BALL,15.0,LOFTED COVER DRIVE,0.0,0.0,4,8.0,106,2,Outside Off stump,Full Length,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
185,5.0,1840,2,18,Rajasthan Royals,Nitish Rana,Yash Dayal,,9,5,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0.0,8.5,1.0,1.0,0,612808.0,188.5,111.0,4.0,0,,38.0,STRAIGHT BALL,51.0,FRONTFOOT COVERDRIVE,0.0,0.0,5,8.0,110,2,Outside Off stump,Full Length,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
186,6.0,1840,2,18,Rajasthan Royals,Nitish Rana,Yash Dayal,,9,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,8.6,1.0,1.0,0,612810.0,78.0,68.5,0.0,0,,38.0,STRAIGHT BALL,51.0,FRONTFOOT COVERDRIVE,0.0,0.0,6,8.0,110,2,Outside Off stump,Good Length,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
187,1.0,1840,2,18,Rajasthan Royals,Riyan Parag,Krunal Pandya,,10,1,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,WICKET,1.0,9.1,1.0,1.0,0,612818.0,36.5,20.0,0.0,0,,10.0,ORTHODOX,95.0,SLOG SWEEP,0.0,0.0,1,9.0,110,3,Leg stump,Full Length,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
188,2.0,1840,2,18,Rajasthan Royals,Dhruv Jurel,Krunal Pandya,,10,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,9.2,1.0,1.0,0,612820.0,-169.0,43.0,1.0,0,,10.0,ORTHODOX,52.0,BACKFOOT COVERDRIVE,0.0,0.0,2,9.0,111,3,Off stump,Good Length,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
189,3.0,1840,2,18,Rajasthan Royals,Nitish Rana,Krunal Pandya,,10,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,9.3,1.0,1.0,0,612821.0,-145.0,93.5,1.0,0,,10.0,ORTHODOX,101.0,BACKFOOT ON DRIVE,0.0,0.0,3,9.0,112,3,Leg stump,Short of Good Length,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
190,4.0,1840,2,18,Rajasthan Royals,Dhruv Jurel,Krunal Pandya,,10,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,9.4,1.0,1.0,0,612822.0,-32.0,18.0,0.0,0,,23.0,ARM BALL,27.0,FORWARD PUSH,0.0,0.0,4,9.0,112,3,Off stump,Good Length,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
191,5.0,1840,2,18,Rajasthan Royals,Dhruv Jurel,Krunal Pandya,,10,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,9.5,1.0,1.0,0,612823.0,-70.0,30.0,0.0,0,,10.0,ORTHODOX,49.0,FORWARD DEFENCE,0.0,0.0,5,9.0,112,3,Off stump,Full Length,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
192,6.0,1840,2,18,Rajasthan Royals,Dhruv Jurel,Krunal Pandya,,10,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,9.6,1.0,1.0,0,612824.0,67.0,171.0,1.0,0,,10.0,ORTHODOX,101.0,BACKFOOT ON DRIVE,0.0,0.0,6,9.0,113,3,Off stump,Good Length,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
193,1.0,1840,2,18,Rajasthan Royals,Dhruv Jurel,Suyash Sharma,,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,10.1,1.0,1.0,0,612827.0,67.0,171.0,0.0,0,,24.0,LEG SPIN,58.0,BACKFOOT PULL SHOT,0.0,0.0,1,10.0,113,3,Middle stump,Short of Good Length,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
194,2.0,1840,2,18,Rajasthan Royals,Dhruv Jurel,Suyash Sharma,,11,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0.0,10.2,1.0,1.0,0,612828.0,-156.5,-55.0,2.0,0,,24.0,LEG SPIN,36.0,CUT SHOT,0.0,0.0,2,10.0,115,3,Outside Off stump,Short of Good Length,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
195,3.0,1840,2,18,Rajasthan Royals,Dhruv Jurel,Suyash Sharma,,11,3,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0.0,10.3,1.0,1.0,0,612829.0,-148.5,-56.5,2.0,0,,24.0,LEG SPIN,36.0,CUT SHOT,0.0,0.0,3,10.0,117,3,Outside Off stump,Short of Good Length,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
196,4.0,1840,2,18,Rajasthan Royals,Dhruv Jurel,Suyash Sharma,,11,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,10.4,1.0,1.0,0,612831.0,-94.5,171.0,1.0,0,,24.0,LEG SPIN,84.0,FRONTFOOT OFF DRIVE,0.0,0.0,4,10.0,118,3,Outside Off stump,Full Length,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
197,5.0,1840,2,18,Rajasthan Royals,Nitish Rana,Suyash Sharma,,11,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,10.5,1.0,1.0,0,612834.0,-125.0,74.0,1.0,0,,24.0,LEG SPIN,97.0,BACKFOOT PUSH,0.0,0.0,5,10.0,119,3,Outside Off stump,Good Length,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
198,6.0,1840,2,18,Rajasthan Royals,Dhruv Jurel,Suyash Sharma,,11,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,10.6,1.0,1.0,0,612836.0,-155.5,-10.0,1.0,0,,24.0,LEG SPIN,36.0,CUT SHOT,0.0,0.0,6,10.0,120,3,Outside Off stump,Short of Good Length,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
199,1.0,1840,2,18,Rajasthan Royals,Dhruv Jurel,Krunal Pandya,,12,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,11.1,1.0,1.0,0,612838.0,69.0,184.5,1.0,0,,10.0,ORTHODOX,97.0,BACKFOOT PUSH,0.0,0.0,1,11.0,121,3,Leg stump,Good Length,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
200,2.0,1840,2,18,Rajasthan Royals,Nitish Rana,Krunal Pandya,,12,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,11.2,1.0,1.0,0,612841.0,-139.0,56.5,1.0,0,,10.0,ORTHODOX,27.0,FORWARD PUSH,0.0,0.0,2,11.0,122,3,Leg stump,Good Length,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
201,3.0,1840,2,18,Rajasthan Royals,Dhruv Jurel,Krunal Pandya,,12,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,11.3,1.0,1.0,0,612842.0,8.5,64.5,0.0,0,,10.0,ORTHODOX,49.0,FORWARD DEFENCE,0.0,0.0,3,11.0,122,3,Leg stump,Full Length,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
202,4.0,1840,2,18,Rajasthan Royals,Dhruv Jurel,Krunal Pandya,,12,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0.0,11.4,1.0,1.0,0,612846.0,-138.0,-117.5,4.0,0,,10.0,ORTHODOX,56.0,REVERSE SWEEP,0.0,0.0,4,11.0,126,3,Outside Off stump,Full Length,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
203,5.0,1840,2,18,Rajasthan Royals,Dhruv Jurel,Krunal Pandya,,12,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,11.5,1.0,1.0,0,612847.0,73.5,30.0,1.0,0,,10.0,ORTHODOX,97.0,BACKFOOT PUSH,0.0,0.0,5,11.0,127,3,Outside Leg stump,Good Length,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
204,6.0,1840,2,18,Rajasthan Royals,Nitish Rana,Krunal Pandya,,12,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,11.6,1.0,1.0,0,612849.0,-150.0,78.5,1.0,0,,10.0,ORTHODOX,97.0,BACKFOOT PUSH,0.0,0.0,6,11.0,128,3,Outside Leg stump,Good Length,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
205,1.0,1840,2,18,Rajasthan Royals,Nitish Rana,Suyash Sharma,,13,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,12.1,1.0,1.0,0,612854.0,150.5,49.5,1.0,0,,24.0,LEG SPIN,36.0,CUT SHOT,0.0,0.0,1,12.0,129,3,Outside Off stump,Short of Good Length,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
206,2.0,1840,2,18,Rajasthan Royals,Dhruv Jurel,Suyash Sharma,,13,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,12.2,1.0,1.0,0,612856.0,-25.0,58.5,0.0,0,,24.0,LEG SPIN,97.0,BACKFOOT PUSH,0.0,0.0,2,12.0,129,3,Outside Off stump,Good Length,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
207,3.0,1840,2,18,Rajasthan Royals,Dhruv Jurel,Suyash Sharma,,13,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,12.3,1.0,1.0,0,612857.0,-148.5,-45.5,1.0,0,,24.0,LEG SPIN,36.0,CUT SHOT,0.0,0.0,3,12.0,130,3,Outside Off stump,Short of Good Length,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
208,4.0,1840,2,18,Rajasthan Royals,Nitish Rana,Suyash Sharma,,13,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,12.4,1.0,1.0,0,612858.0,71.0,39.5,0.0,0,,24.0,LEG SPIN,97.0,BACKFOOT PUSH,0.0,0.0,4,12.0,130,3,Outside Off stump,Good Length,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
209,5.0,1840,2,18,Rajasthan Royals,Nitish Rana,Suyash Sharma,,13,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,12.5,1.0,1.0,0,612861.0,-87.0,153.5,1.0,0,,24.0,LEG SPIN,58.0,BACKFOOT PULL SHOT,0.0,0.0,5,12.0,131,3,Outside Off stump,Short of Good Length,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
210,6.0,1840,2,18,Rajasthan Royals,Dhruv Jurel,Suyash Sharma,,13,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,12.6,1.0,1.0,0,612864.0,-35.0,-61.5,1.0,0,,24.0,LEG SPIN,36.0,CUT SHOT,0.0,0.0,6,12.0,132,3,Outside Off stump,Short of Good Length,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
211,1.0,1840,2,18,Rajasthan Royals,Dhruv Jurel,Krunal Pandya,,14,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,13.1,1.0,1.0,0,612868.0,-63.5,40.5,0.0,0,,10.0,ORTHODOX,51.0,FRONTFOOT COVERDRIVE,0.0,0.0,1,13.0,132,3,Off stump,Full Length,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
212,2.0,1840,2,18,Rajasthan Royals,Dhruv Jurel,Krunal Pandya,,14,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,13.2,1.0,1.0,0,612869.0,-63.5,33.0,0.0,0,,10.0,ORTHODOX,27.0,FORWARD PUSH,0.0,0.0,2,13.0,132,3,Outside Leg stump,Good Length,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
213,3.0,1840,2,18,Rajasthan Royals,Dhruv Jurel,Krunal Pandya,,14,3,2 (WD),2,0,0,0,0,0,2,1,0,0,0,0,0,0,,,0.0,13.3,1.0,1.0,1,612870.0,-63.5,33.0,2.0,0,,10.0,ORTHODOX,58.0,BACKFOOT PULL SHOT,0.0,0.0,3,13.0,134,3,Outside Leg stump,Good Length,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
214,4.0,1840,2,18,Rajasthan Royals,Nitish Rana,Krunal Pandya,,14,3,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,WICKET,1.0,13.3,1.0,1.0,0,612872.0,-47.0,-64.5,0.0,0,,10.0,ORTHODOX,55.0,SWEEP SHOT,0.0,0.0,4,13.0,134,4,Outside Leg stump,Good Length,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
215,5.0,1840,2,18,Rajasthan Royals,Shimron Hetmyer,Krunal Pandya,,14,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,13.4,1.0,1.0,0,612876.0,99.0,33.5,1.0,0,,10.0,ORTHODOX,51.0,FRONTFOOT COVERDRIVE,0.0,0.0,5,13.0,135,4,Outside Off stump,Good Length,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
216,6.0,1840,2,18,Rajasthan Royals,Dhruv Jurel,Krunal Pandya,,14,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,13.5,1.0,1.0,0,612878.0,142.5,-53.5,1.0,0,,10.0,ORTHODOX,55.0,SWEEP SHOT,0.0,0.0,6,13.0,136,4,Outside Leg stump,Full Length,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
217,7.0,1840,2,18,Rajasthan Royals,Shimron Hetmyer,Krunal Pandya,,14,6,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0.0,13.6,1.0,1.0,0,612880.0,-63.5,-153.0,4.0,0,,10.0,ORTHODOX,54.0,LEG GLANCE,0.0,0.0,7,13.0,140,4,Outside Leg stump,Good Length,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
219,1.0,1840,2,18,Rajasthan Royals,Dhruv Jurel,Suyash Sharma,,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,14.1,1.0,1.0,0,612886.0,-65.0,47.0,0.0,0,,24.0,LEG SPIN,50.0,BACKFOOT DEFENCE,0.0,0.0,1,14.0,140,4,Off stump,Good Length,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
220,2.0,1840,2,18,Rajasthan Royals,Dhruv Jurel,Suyash Sharma,,15,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,14.2,1.0,1.0,0,612888.0,51.0,172.0,1.0,0,,24.0,LEG SPIN,27.0,FORWARD PUSH,0.0,0.0,2,14.0,141,4,Off stump,Good Length,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
221,3.0,1840,2,18,Rajasthan Royals,Shimron Hetmyer,Suyash Sharma,,15,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,14.3,1.0,1.0,0,612891.0,158.0,54.0,1.0,0,,24.0,LEG SPIN,52.0,BACKFOOT COVERDRIVE,0.0,0.0,3,14.0,142,4,Outside Off stump,Good Length,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
222,4.0,1840,2,18,Rajasthan Royals,Dhruv Jurel,Suyash Sharma,,15,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,14.4,1.0,1.0,0,612893.0,-83.5,-33.5,0.0,0,,24.0,LEG SPIN,36.0,CUT SHOT,0.0,0.0,4,14.0,142,4,Outside Off stump,Short of Good Length,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
223,5.0,1840,2,18,Rajasthan Royals,Dhruv Jurel,Suyash Sharma,,15,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,14.5,1.0,1.0,0,612896.0,-83.5,-33.5,0.0,0,,24.0,LEG SPIN,36.0,CUT SHOT,0.0,0.0,5,14.0,142,4,Outside Off stump,Short of Good Length,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
224,6.0,1840,2,18,Rajasthan Royals,Dhruv Jurel,Suyash Sharma,,15,6,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0.0,14.6,1.0,1.0,0,612898.0,198.5,44.5,6.0,0,,24.0,LEG SPIN,58.0,BACKFOOT PULL SHOT,0.0,0.0,6,14.0,148,4,Off stump,Short of Good Length,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
225,1.0,1840,2,18,Rajasthan Royals,Shimron Hetmyer,Krunal Pandya,,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,15.1,1.0,1.0,0,612901.0,198.5,44.5,0.0,0,,10.0,ORTHODOX,95.0,SLOG SWEEP,0.0,0.0,1,15.0,148,4,Outside Leg stump,Good Length,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
226,2.0,1840,2,18,Rajasthan Royals,Shimron Hetmyer,Krunal Pandya,,16,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,15.2,1.0,1.0,0,612903.0,92.5,42.0,1.0,0,,10.0,ORTHODOX,51.0,FRONTFOOT COVERDRIVE,0.0,0.0,2,15.0,149,4,Outside Off stump,Good Length,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
227,3.0,1840,2,18,Rajasthan Royals,Dhruv Jurel,Krunal Pandya,,16,3,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0.0,15.3,1.0,1.0,0,612906.0,199.0,59.0,6.0,0,,10.0,ORTHODOX,58.0,BACKFOOT PULL SHOT,0.0,0.0,3,15.0,155,4,Outside Off stump,Short of Good Length,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
228,4.0,1840,2,18,Rajasthan Royals,Dhruv Jurel,Krunal Pandya,,16,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,15.4,1.0,1.0,0,612908.0,75.5,168.0,1.0,0,,10.0,ORTHODOX,47.0,FRONTFOOT ON DRIVE,0.0,0.0,4,15.0,156,4,Outside Off stump,Good Length,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
229,5.0,1840,2,18,Rajasthan Royals,Shimron Hetmyer,Krunal Pandya,,16,5,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0.0,15.5,1.0,1.0,0,612910.0,-133.0,-61.5,2.0,0,,10.0,ORTHODOX,54.0,LEG GLANCE,0.0,0.0,5,15.0,158,4,Outside Leg stump,Short of Good Length,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
230,6.0,1840,2,18,Rajasthan Royals,Shimron Hetmyer,Krunal Pandya,,16,6,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0.0,15.6,1.0,1.0,0,612914.0,-138.0,40.5,2.0,0,,10.0,ORTHODOX,54.0,LEG GLANCE,0.0,0.0,6,15.0,160,4,Outside Leg stump,Good Length,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
231,1.0,1840,2,18,Rajasthan Royals,Dhruv Jurel,Josh Hazlewood,,17,1,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0.0,16.1,1.0,1.0,1,612916.0,-138.0,40.5,1.0,0,,39.0,ANGLED IN,58.0,BACKFOOT PULL SHOT,0.0,0.0,1,16.0,161,4,Outside Leg stump,Short of Good Length,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
232,2.0,1840,2,18,Rajasthan Royals,Dhruv Jurel,Josh Hazlewood,,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,16.1,1.0,1.0,0,612917.0,-78.0,58.5,0.0,0,,38.0,STRAIGHT BALL,58.0,BACKFOOT PULL SHOT,0.0,0.0,2,16.0,161,4,Outside Off stump,Short of Good Length,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
233,3.0,1840,2,18,Rajasthan Royals,Dhruv Jurel,Josh Hazlewood,,17,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,16.2,1.0,1.0,0,612920.0,-95.0,-18.5,1.0,0,,38.0,STRAIGHT BALL,58.0,BACKFOOT PULL SHOT,0.0,0.0,3,16.0,162,4,Outside Off stump,Short of Good Length,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
234,4.0,1840,2,18,Rajasthan Royals,Shimron Hetmyer,Josh Hazlewood,,17,3,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,WICKET,1.0,16.3,1.0,1.0,0,612923.0,-95.0,-18.5,0.0,0,,38.0,STRAIGHT BALL,97.0,BACKFOOT PUSH,0.0,0.0,4,16.0,162,5,Outside Leg stump,Short of Good Length,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
235,5.0,1840,2,18,Rajasthan Royals,Shubham Dubey,Josh Hazlewood,,17,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,16.4,1.0,1.0,0,612928.0,71.0,39.5,0.0,0,,38.0,STRAIGHT BALL,51.0,FRONTFOOT COVERDRIVE,0.0,0.0,5,16.0,162,5,Off stump,Short of Good Length,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
236,6.0,1840,2,18,Rajasthan Royals,Shubham Dubey,Josh Hazlewood,,17,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,16.5,1.0,1.0,0,612929.0,-67.5,42.0,0.0,0,,38.0,STRAIGHT BALL,58.0,BACKFOOT PULL SHOT,0.0,0.0,6,16.0,162,5,Outside Leg stump,Short Length,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
237,7.0,1840,2,18,Rajasthan Royals,Shubham Dubey,Josh Hazlewood,,17,6,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0.0,16.6,1.0,1.0,0,612932.0,190.0,111.0,4.0,0,,38.0,STRAIGHT BALL,52.0,BACKFOOT COVERDRIVE,0.0,0.0,7,16.0,166,5,Off stump,Short of Good Length,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
238,1.0,1840,2,18,Rajasthan Royals,Dhruv Jurel,Bhuvneshwar Kumar,,18,1,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0.0,17.1,1.0,1.0,0,612936.0,86.0,217.0,6.0,0,,38.0,STRAIGHT BALL,11.0,LOFTED ON DRIVE,0.0,0.0,1,17.0,172,5,Outside Off stump,Full Length,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
239,2.0,1840,2,18,Rajasthan Royals,Dhruv Jurel,Bhuvneshwar Kumar,,18,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,17.2,1.0,1.0,0,612938.0,82.0,161.5,1.0,0,,47.0,SLOWER BALL,46.0,FRONTFOOT PULL SHOT,0.0,0.0,2,17.0,173,5,Outside Off stump,Short of Good Length,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
240,3.0,1840,2,18,Rajasthan Royals,Shubham Dubey,Bhuvneshwar Kumar,,18,3,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0.0,17.3,1.0,1.0,0,612940.0,-169.0,-81.0,6.0,0,,38.0,STRAIGHT BALL,58.0,BACKFOOT PULL SHOT,0.0,0.0,3,17.0,179,5,Outside Leg stump,Short of Good Length,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
241,4.0,1840,2,18,Rajasthan Royals,Shubham Dubey,Bhuvneshwar Kumar,,18,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,17.4,1.0,1.0,0,612943.0,74.5,43.0,1.0,0,,38.0,STRAIGHT BALL,27.0,FORWARD PUSH,0.0,0.0,4,17.0,180,5,Middle stump,Yorker,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
